39,19.437349212,58,158,223
39,46.9731078204,71,189,231
39,19.297654483,37,163,225
39,67.2842212121,84,197,222
39,40.3666088855,84,175,217
39,36.6610880678,62,177,216
2,7.65461306007,54,84,174
2,16.6927999103,55,59,163
2,15.6805974014,73,68,180
2,19.5369795996,51,62,156
2,61.5105953982,44,47,120
2,9.95285879624,44,67,228
2,22.3186289036,62,120,249
