39,29.5014155743,17.3182659058
39,29.5014155743,17.3182659058
39,29.5014155743,17.3182659058
39,31.4250306334,15.6518742262
39,0.0978366950529,37.1464355235
39,29.3411708314,16.8578752158
39,29.5014155743,17.3182659058
39,29.5014155743,17.3182659058
39,29.5014155743,17.3182659058
39,29.5014155743,17.3182659058
39,0.123066283664,19.1934293347
39,0.149375815696,10.4153747044
39,0.245938335315,19.2554024765
39,0.245938335315,19.2554024765
39,0.239787707629,30.516920754
39,0.245938335315,19.2554024765
39,0.245938335315,19.2554024765
39,0.245938335315,19.2554024765
39,0.245938335315,19.2554024765
39,0.256940082139,30.7485861207
39,0.118479555876,21.5060894148
39,1.58186264592,4.99479680787
39,0.245938335315,19.2554024765
39,0.116672994839,32.7151633867
39,35.8419313083,15.3219487748
